NID,x,y,a,b,dm,st
sevice_D,0.0,0.0,0.0,4.0,0.0,0.0
pickup1,1.4319792326212355,-0.7975052983387003,2.5694404412637875,3.517356271814954,0.5436773655135922,0.03333333333333333
pickup2,2.1457855162375945,0.8495889707053069,2.3735789373396186,3.3655799501734904,0.5113682977135781,0.03333333333333333
pickup3,0.10463333548000234,-4.677551713605393,2.455516982905868,3.513850016980048,0.5774550315316604,0.03333333333333333
pickup4,-1.759859261591747,1.4468515498449117,1.5823069590811256,2.651943659550753,0.7337915381091249,0.03333333333333333
pickup5,1.1167430716252449,1.1097714929648852,0.6363632456933184,1.6588184897707245,0.7357712400977645,0.03333333333333333
pickup6,2.336107513937872,0.2713466551807548,0.1900803300095213,1.091379218274649,0.6225633490113869,0.03333333333333333
pickup7,-0.1225187492519641,-2.242135137815073,0.3474225572698304,1.2514853037883327,0.7118578432448617,0.03333333333333333
pickup8,-0.3999675919097233,1.0220093668170132,2.5215000612836276,3.4727742459573165,0.6938668814330057,0.03333333333333333
pickup9,-1.0085638370034098,0.638239996579289,0.5634256277490185,1.466477468784491,0.7489883506490633,0.03333333333333333
pickup10,-0.6319665912753172,3.8567759654857303,1.4859940378905323,2.5783650413728045,0.532250401946628,0.03333333333333333
pickup11,0.32554951782958647,3.9043202608839556,2.9507755844384924,3.9592252430333104,0.5508654905252027,0.03333333333333333
pickup12,-0.2464669110520291,0.8806428578030001,0.5836358788677298,1.607825620254387,0.6803487544025534,0.03333333333333333
pickup13,-3.4073019269080707,-0.20653297179675123,1.5533009171092953,2.5700837818278797,0.6470548640832946,0.03333333333333333
pickup14,-0.19790576876884797,1.6608740294386575,1.3636878112991537,2.4393200996932656,0.5318155037794501,0.03333333333333333
pickup15,2.634378662408599,-3.8708068144110577,1.2633302795049057,2.2702354156245397,0.6249067426544308,0.03333333333333333
pickup16,-0.6401115672950218,0.1678442359706077,2.248513221128306,3.195079836662641,0.7345120685681552,0.03333333333333333
pickup17,0.9520961086959445,-3.203921721459538,1.8475548492828056,2.756503067242271,0.5511153615361305,0.03333333333333333
pickup18,2.0806529529609197,-0.969728680138022,2.5821631794445974,3.6292386899317464,0.5184351052774081,0.03333333333333333
pickup19,0.035877124438400076,1.5136174290309459,1.3839421098303555,2.4517072277724283,0.5249163144955574,0.03333333333333333
pickup20,-2.5844298648134854,-1.4068820295039703,2.3125406076554214,3.2669463382842694,0.5163650308148732,0.03333333333333333
pickup21,4.432577319166525,1.1650923789756498,0.09333184162515795,1.1712433801282134,0.6729112884375055,0.03333333333333333
pickup22,4.791464874227494,-1.2851868297528106,1.6770344511507411,2.770044262316582,0.7285452130449722,0.03333333333333333
pickup23,-2.797246703384363,-0.396809411900729,1.0950385734208095,2.0680288565444105,0.5862792098912893,0.03333333333333333
pickup24,-0.4583399043091255,-0.22036346839298906,2.6371600320545374,3.594048949963412,0.7276444443346288,0.03333333333333333
pickup25,-0.18489178523330904,-0.1735351928005524,1.757624336816308,2.8138070500886623,0.5874532658103624,0.03333333333333333
pickup26,-0.9642088785433315,0.6847155484909242,2.9871422395956015,4.0,0.6425421964014895,0.03333333333333333
pickup27,-1.2057109046337375,-1.331366187234079,2.258785369670801,3.333250930018192,0.5245736495331077,0.03333333333333333
pickup28,3.8054416901498413,3.040977676863071,0.2822251064942328,1.2334612966175127,0.5966204614766879,0.03333333333333333
pickup29,2.181536303570587,0.9211788021827187,1.541530049861997,2.5957785492411625,0.6184193263435239,0.03333333333333333
pickup30,1.5621908815395076,0.7884506961126295,2.951395734113437,3.9576966557404565,0.747961143942623,0.03333333333333333
deliver1,1.4626524831016408,-0.30695066059490667,2.5694404412637875,3.517356271814954,-0.5436773655135922,0.03333333333333333
deliver2,2.305971084107095,0.5754586071159606,2.3735789373396186,3.3655799501734904,-0.5113682977135781,0.03333333333333333
deliver3,0.9435053689285547,-4.193534996753505,2.455516982905868,3.513850016980048,-0.5774550315316604,0.03333333333333333
deliver4,-5.018429229518819,0.26267007041712676,1.5823069590811256,2.651943659550753,-0.7337915381091249,0.03333333333333333
deliver5,5.2954713607291835,-0.7303263003709501,0.6363632456933184,1.6588184897707245,-0.7357712400977645,0.03333333333333333
deliver6,1.4051203831181347,-1.1684815402197508,0.1900803300095213,1.091379218274649,-0.6225633490113869,0.03333333333333333
deliver7,-1.284695995036519,-0.1809691062147034,0.3474225572698304,1.2514853037883327,-0.7118578432448617,0.03333333333333333
deliver8,1.6541741003462778,-0.10003626905310092,2.5215000612836276,3.4727742459573165,-0.6938668814330057,0.03333333333333333
deliver9,-1.406328551264789,0.9131649150433612,0.5634256277490185,1.466477468784491,-0.7489883506490633,0.03333333333333333
deliver10,1.8690011657535683,3.8954634163718844,1.4859940378905323,2.5783650413728045,-0.532250401946628,0.03333333333333333
deliver11,-0.21328635113631028,4.028865195076861,2.9507755844384924,3.9592252430333104,-0.5508654905252027,0.03333333333333333
deliver12,-0.1798317285852767,-0.8339839515861913,0.5836358788677298,1.607825620254387,-0.6803487544025534,0.03333333333333333
deliver13,-2.876271912029651,-2.1517006476855585,1.5533009171092953,2.5700837818278797,-0.6470548640832946,0.03333333333333333
deliver14,-4.3976681857500886,-0.3440706344905826,1.3636878112991537,2.4393200996932656,-0.5318155037794501,0.03333333333333333
deliver15,3.72361258640798,-4.55504630080977,1.2633302795049057,2.2702354156245397,-0.6249067426544308,0.03333333333333333
deliver16,-0.6508843970532915,-0.10920062605525027,2.248513221128306,3.195079836662641,-0.7345120685681552,0.03333333333333333
deliver17,1.1313776145631673,-5.913185694839836,1.8475548492828056,2.756503067242271,-0.5511153615361305,0.03333333333333333
deliver18,1.3671433606955206,-1.1096532184615495,2.5821631794445974,3.6292386899317464,-0.5184351052774081,0.03333333333333333
deliver19,0.017468755027463992,1.2521913536634506,1.3839421098303555,2.4517072277724283,-0.5249163144955574,0.03333333333333333
deliver20,-2.4829231829077467,-0.941608443533868,2.3125406076554214,3.2669463382842694,-0.5163650308148732,0.03333333333333333
deliver21,0.2544586162175353,3.2863086868433173,0.09333184162515795,1.1712433801282134,-0.6729112884375055,0.03333333333333333
deliver22,5.259819630006904,0.8228208939126251,1.6770344511507411,2.770044262316582,-0.7285452130449722,0.03333333333333333
deliver23,-1.359721101776672,-0.660412453017514,1.0950385734208095,2.0680288565444105,-0.5862792098912893,0.03333333333333333
deliver24,-0.33082866867232497,-0.043930990283220395,2.6371600320545374,3.594048949963412,-0.7276444443346288,0.03333333333333333
deliver25,2.1235855533806283,1.5408109058659265,1.757624336816308,2.8138070500886623,-0.5874532658103624,0.03333333333333333
deliver26,-2.9602619314606042,4.362079775089991,2.9871422395956015,4.0,-0.6425421964014895,0.03333333333333333
deliver27,-3.5541567752746173,-3.6734534882892236,2.258785369670801,3.333250930018192,-0.5245736495331077,0.03333333333333333
deliver28,3.0020842665550216,2.0974018079288514,0.2822251064942328,1.2334612966175127,-0.5966204614766879,0.03333333333333333
deliver29,2.1650606986439493,0.6640242868841315,1.541530049861997,2.5957785492411625,-0.6184193263435239,0.03333333333333333
deliver30,1.0883563051323206,1.6762646130031125,2.951395734113437,3.9576966557404565,-0.747961143942623,0.03333333333333333
