NID,x,y,a,b,dm,st
sevice_D,0.0,0.0,0.0,4.0,0.0,0.0
pickup1,-1.3867601375595981,0.5767025292666857,3.1655137460883545,3.702967588621488,0.5951489146066844,0.03333333333333333
pickup2,-1.1073244832280404,-0.6184189217684979,1.5549044590017318,2.082897760525726,0.6948048912532968,0.03333333333333333
pickup3,-0.6342588924056662,0.06173534557803701,1.5174507056974096,1.947672706876019,0.616481891944823,0.03333333333333333
pickup4,-1.4862269729736528,0.673833246139475,2.2192048510266913,2.685097024470183,0.638079770743118,0.03333333333333333
pickup5,0.41509743163842405,0.738438605240444,3.4269729870950725,3.9887925242867666,0.5498042717418224,0.03333333333333333
pickup6,0.04159204731637141,1.3518827983060975,0.14390338857863894,0.6147703857805256,0.5172376026873082,0.03333333333333333
pickup7,2.8910953294617916,0.5022277010826833,1.7145006846821846,2.217353368874867,0.5372525300133969,0.03333333333333333
pickup8,0.8353817628169078,-2.5203905012182037,1.3713181421936111,1.8299490998030694,0.5815778376913749,0.03333333333333333
pickup9,1.1108799924145822,-0.8726265607202771,2.714858705377887,3.1175608307599747,0.6609554648405508,0.03333333333333333
pickup10,-0.1833047412560838,-1.5493966417687943,3.411138656316485,3.9090108191369652,0.6772445225602063,0.03333333333333333
delivery1,-0.21245766018522197,0.9089430306541318,3.1655137460883545,3.702967588621488,-0.5951489146066844,0.05
delivery2,-0.0005093517059632428,-0.026156298364453965,1.5549044590017318,2.082897760525726,-0.6948048912532968,0.05
delivery3,-2.526998376596121,1.5246322444450036,1.5174507056974096,1.947672706876019,-0.616481891944823,0.05
delivery4,1.3275512685056223,1.9783837199438403,2.2192048510266913,2.685097024470183,-0.638079770743118,0.05
delivery5,-0.9858119573540723,1.373226203133423,3.4269729870950725,3.9887925242867666,-0.5498042717418224,0.05
delivery6,0.2656999510210827,1.5773046694441497,0.14390338857863894,0.6147703857805256,-0.5172376026873082,0.05
delivery7,-0.0054682425970200375,0.05727315071801112,1.7145006846821846,2.217353368874867,-0.5372525300133969,0.05
delivery8,-1.2872949836276681,0.3520938168481372,1.3713181421936111,1.8299490998030694,-0.5815778376913749,0.05
delivery9,1.0631329137760246,1.6035544711851297,2.714858705377887,3.1175608307599747,-0.6609554648405508,0.05
delivery10,-1.3743295961304693,0.6193598704154215,3.411138656316485,3.9090108191369652,-0.6772445225602063,0.05
