NID,x,y,a,b,dm,st
sevice_D,0.0,0.0,0.0,4.0,0.0,0.0
pickup1,-1.2620700681416919,-0.8649027902045955,3.1450810323372496,3.6450810323372496,0.6434040889327649,0.03333333333333333
pickup2,-1.1517724070768331,-2.2099274133867994,3.1512119653544945,3.6512119653544945,0.5074950136412234,0.03333333333333333
pickup3,-0.9556698300516604,-0.8051771790395489,1.0542092758178967,1.5542092758178967,0.6085154087516315,0.03333333333333333
pickup4,-1.7141050522256012,-0.39926676166183683,0.38985842741896926,0.8898584274189693,0.6922457735208467,0.03333333333333333
pickup5,-0.42597724249639823,1.7169124739389117,3.0138032620041284,3.5138032620041284,0.7169623852527695,0.03333333333333333
pickup6,2.017305136198662,0.03572087202410299,3.2813294805652493,3.7813294805652493,0.7275821918857238,0.03333333333333333
pickup7,1.721273686580823,-2.4104446610023595,3.0695857384580734,3.5695857384580734,0.6706027987012986,0.03333333333333333
pickup8,0.3010911081696267,-0.41651716852712545,2.6692621305074606,3.1692621305074606,0.701790167964818,0.03333333333333333
pickup9,0.9946744479865839,-0.7190888461309362,2.4555585424395963,2.9555585424395963,0.6417665579694858,0.03333333333333333
pickup10,-2.576834751124206,0.5232040312048372,1.2529762225981425,1.7529762225981425,0.6148877055987679,0.03333333333333333
pickup11,0.38747753972866267,-2.3899034170652826,2.2641167583234574,2.7641167583234574,0.6170375911569842,0.03333333333333333
pickup12,-0.7956106359234751,0.5539643783304586,1.1094774043536422,1.6094774043536422,0.7232748442610969,0.03333333333333333
deliver1,-1.6782535468476234,0.012731229067262647,3.1450810323372496,3.6450810323372496,-0.6434040889327649,0.03333333333333333
deliver2,-0.1523162303632633,-0.140098556162044,3.1512119653544945,3.6512119653544945,-0.5074950136412234,0.03333333333333333
deliver3,-0.1907028198290244,0.6877935078844559,1.0542092758178967,1.5542092758178967,-0.6085154087516315,0.03333333333333333
deliver4,-0.7323791261174466,0.5701654405000209,0.38985842741896926,0.8898584274189693,-0.6922457735208467,0.03333333333333333
deliver5,0.12052030523135951,0.3740137936464957,3.0138032620041284,3.5138032620041284,-0.7169623852527695,0.03333333333333333
deliver6,0.26710086361206087,-0.5933483972993837,3.2813294805652493,3.7813294805652493,-0.7275821918857238,0.03333333333333333
deliver7,0.007391012736283306,-2.502251885012987,3.0695857384580734,3.5695857384580734,-0.6706027987012986,0.03333333333333333
deliver8,-0.13873870897259039,-0.025380658661191047,2.6692621305074606,3.1692621305074606,-0.701790167964818,0.03333333333333333
deliver9,0.0899838043841783,-2.3542420209770993,2.4555585424395963,2.9555585424395963,-0.6417665579694858,0.03333333333333333
deliver10,0.2641203831411562,2.496834514255657,1.2529762225981425,1.7529762225981425,-0.6148877055987679,0.03333333333333333
deliver11,1.4923993318372686,1.679121366564773,2.2641167583234574,2.7641167583234574,-0.6170375911569842,0.03333333333333333
deliver12,-0.199105977814786,-2.7672121398884966,1.1094774043536422,1.6094774043536422,-0.7232748442610969,0.03333333333333333
sevice_P1,0.6448805206562087,0.3372303318132899,0.0,4.0,0.0,0.0
