NID,x,y,a,b,dm,st
sevice_D,0.0,0.0,0.0,4.0,0.0,0.0
pickup1,-0.07325933068712391,0.5897482432983188,0.372662787638841,0.872662787638841,0.5088880478189691,0.03333333333333333
pickup2,0.6547302743986931,0.8360088798979831,1.3422371649366491,1.8422371649366491,0.6405647272902356,0.03333333333333333
pickup3,-0.0036801295802040474,-0.0034423243313216898,1.7243286838898586,2.2243286838898584,0.5073231146871947,0.03333333333333333
pickup4,1.0086051084467447,-2.757455880164808,2.527119559851881,3.027119559851881,0.5102251242113387,0.03333333333333333
pickup5,-1.4152837609174185,0.9331871324712581,2.108768823898152,2.608768823898152,0.5714012048157285,0.03333333333333333
pickup6,-0.13425751863574115,-1.5551039828669613,2.180136224247423,2.680136224247423,0.5772668429751726,0.03333333333333333
pickup7,0.4080975581062523,0.19913310073903154,3.1152025080142822,3.6152025080142822,0.5205798601479245,0.03333333333333333
pickup8,-0.9394811346717328,0.04838525225934917,2.244636845252406,2.744636845252406,0.5211516878069852,0.03333333333333333
pickup9,-1.4979594694312561,2.235545765545268,0.5390967217454663,1.0390967217454663,0.7044288444062563,0.03333333333333333
pickup10,-0.20440541641423682,0.6536349208100775,0.5226179125310164,1.0226179125310164,0.5642885029573521,0.03333333333333333
pickup11,1.3849189160375128,-0.20661015359402787,2.3696673911157142,2.8696673911157142,0.6051481678724614,0.03333333333333333
pickup12,2.3334045177839338,-0.0368124842700035,0.34329565101736353,0.8432956510173635,0.5455213330210685,0.03333333333333333
pickup13,1.0484141287717703,-1.5282145769177307,3.4842071620720665,3.9842071620720665,0.7257725949292821,0.03333333333333333
pickup14,1.3260650030010035,-2.604120513882475,2.180267231096024,2.680267231096024,0.5876533774408573,0.03333333333333333
pickup15,1.2581808492243978,1.608142193353679,3.4019600557378347,3.9019600557378347,0.7178643484073597,0.03333333333333333
pickup16,-2.6423347599171065,-0.6289221777175883,3.2811511338268264,3.7811511338268264,0.7294944453980554,0.03333333333333333
pickup17,1.9889294231007077,-2.0415094049682163,3.470196115750521,3.970196115750521,0.6340749119698068,0.03333333333333333
pickup18,0.9561147785804242,1.1476437593765136,0.5553442306913133,1.0553442306913134,0.5870030227384418,0.03333333333333333
pickup19,0.21067340475819438,0.1961390575682207,0.6711956850274043,1.1711956850274043,0.6900678860777465,0.03333333333333333
pickup20,-0.8329608915825356,0.6582783506170835,0.21987969525809908,0.719879695258099,0.6360814623637578,0.03333333333333333
pickup21,-0.07162287109474248,-0.6327639310457213,0.5345474997651211,1.0345474997651212,0.6287739955130786,0.03333333333333333
