NID,x,y,a,b,dm,st
Depot,0.0,0.0,0.0,4.0,0.0,0.0
pickup1,2.801042309944376,0.17546067116858197,3.2919936421566858,3.7919936421566858,0.6289302548269184,0.03333333333333333
pickup2,-2.4302738455286614,0.787886870374461,1.6625990805450777,2.1625990805450774,0.5294656563110894,0.03333333333333333
pickup3,-0.9546163484878522,0.710707241418835,3.3612729304195708,3.8612729304195708,0.7232724717119364,0.03333333333333333
pickup4,0.4554345891447972,-0.21021893680207404,1.9567430072003287,2.4567430072003287,0.5795279774447186,0.03333333333333333
pickup5,-0.2948956478304408,-0.18335913172513288,2.9792117278005565,3.4792117278005565,0.6736195070105919,0.03333333333333333
pickup6,-0.6699750424262302,1.2044616570687459,0.10389084311103547,0.6038908431110355,0.5605775366917933,0.03333333333333333
pickup7,-0.12214962277873458,0.5349918227132243,1.5049285918682476,2.0049285918682473,0.731441229188925,0.03333333333333333
pickup8,-1.3892036953490154,2.39552833800323,2.7410116221784544,3.2410116221784544,0.6004173154009718,0.03333333333333333
pickup9,-1.1483384648647361,1.9776076648461727,1.378507618845684,1.878507618845684,0.6738389400927218,0.03333333333333333
pickup10,0.9351629358643113,-1.9068096522625282,1.4542869380546535,1.9542869380546535,0.649899084292574,0.03333333333333333
deliver1,0.2794152023307474,-2.9191761545715753,3.2919936421566858,3.7919936421566858,-0.6289302548269184,0.03333333333333333
deliver2,0.9097994599564507,1.534881410258557,1.6625990805450777,2.1625990805450774,-0.5294656563110894,0.03333333333333333
deliver3,-0.5964248183884224,0.9758009981162015,3.3612729304195708,3.8612729304195708,-0.7232724717119364,0.03333333333333333
deliver4,-1.5210818921713025,-0.424772144251209,1.9567430072003287,2.4567430072003287,-0.5795279774447186,0.03333333333333333
deliver5,0.3748196077414167,0.4088814261818444,2.9792117278005565,3.4792117278005565,-0.6736195070105919,0.03333333333333333
deliver6,1.0351034798846412,1.4003899752238071,0.10389084311103547,0.6038908431110355,-0.5605775366917933,0.03333333333333333
deliver7,-1.4508030189777545,1.8093359355956327,1.5049285918682476,2.0049285918682473,-0.731441229188925,0.03333333333333333
deliver8,0.4928017941126018,-0.7177116510681393,2.7410116221784544,3.2410116221784544,-0.6004173154009718,0.03333333333333333
deliver9,-0.8200260646970614,1.22159173232814,1.378507618845684,1.878507618845684,-0.6738389400927218,0.03333333333333333
deliver10,0.2930182314603038,0.8035782399592594,1.4542869380546535,1.9542869380546535,-0.649899084292574,0.03333333333333333
