NID,x,y,a,b,dm,st
sevice_D,0.0,0.0,0.0,4.0,0.0,0.0
pickup1,2.0996568283055765,-0.6192549580522918,0.4318722212006294,3.512486512330235,0.5764753978867767,0.03333333333333333
pickup2,-3.781539908289502,0.5282588572723158,0.4781521623801196,3.4713336207749497,0.7273074189529718,0.03333333333333333
pickup3,-3.181107481910078,0.778507106104339,0.1407458156629351,3.055648312508251,0.5272361342028613,0.03333333333333333
pickup4,-2.8645855790277475,2.582098873554865,0.7881611700910047,3.7955913059182613,0.6314067334487946,0.03333333333333333
pickup5,-1.6036526419783834,-4.6755626213752075,0.253806855468519,3.165956842499854,0.6455740869598146,0.03333333333333333
pickup6,-0.5774209435196637,4.864234738304847,0.23006203009186466,3.281165098140399,0.6036636068758916,0.03333333333333333
pickup7,1.1304215991049078,2.2442168231995208,0.3271890963370835,3.2649018588622725,0.6810802094943511,0.03333333333333333
pickup8,-1.5182028981695612,4.726093437461896,0.3873132737322118,3.351063869701681,0.6085439371870125,0.03333333333333333
pickup9,1.481396466203718,-2.22052800917626,0.6652202243561763,3.721735657183359,0.6479999687592137,0.03333333333333333
pickup10,-2.3346557053240704,2.9502585202934744,0.8950675087721129,3.976523002326156,0.5310329938962309,0.03333333333333333
pickup11,0.17305454710203547,-0.9483548064032318,0.44354705920765525,3.3850057236892215,0.7414619438028415,0.03333333333333333
pickup12,3.4084949211325406,-0.19807155841744326,0.04299113426172407,3.1243164070818485,0.6979779678804479,0.03333333333333333
pickup13,1.7369320804241346,-1.595275389658731,0.3945086144598805,3.3453720759414276,0.5496977762348767,0.03333333333333333
pickup14,-1.755436719002962,-1.2645795697677105,0.21334895167381007,3.2490961624772234,0.6439105812230114,0.03333333333333333
pickup15,-0.06510419547771243,0.6139355368288473,0.6283520320192012,3.5570793700270036,0.5127430531811091,0.03333333333333333
deliver1,2.9954693998956374,-0.9121200056645724,0.4318722212006294,3.512486512330235,-0.5764753978867767,0.03333333333333333
deliver2,-4.134021893998459,0.23099839686782114,0.4781521623801196,3.4713336207749497,-0.7273074189529718,0.03333333333333333
deliver3,-5.386041806248928,0.2478478677830639,0.1407458156629351,3.055648312508251,-0.5272361342028613,0.03333333333333333
deliver4,-5.46342822339243,3.0028629783697887,0.7881611700910047,3.7955913059182613,-0.6314067334487946,0.03333333333333333
deliver5,-4.137692907785695,-1.6977341764022853,0.253806855468519,3.165956842499854,-0.6455740869598146,0.03333333333333333
deliver6,-1.0945144210014397,2.4269796462457545,0.23006203009186466,3.281165098140399,-0.6036636068758916,0.03333333333333333
deliver7,1.6787090211176678,3.8869548748092217,0.3271890963370835,3.2649018588622725,-0.6810802094943511,0.03333333333333333
deliver8,-1.1105592430993678,7.539852140188515,0.3873132737322118,3.351063869701681,-0.6085439371870125,0.03333333333333333
deliver9,3.2896472615839185,1.147175610636714,0.6652202243561763,3.721735657183359,-0.6479999687592137,0.03333333333333333
deliver10,-2.1197315851496983,4.547135711481566,0.8950675087721129,3.976523002326156,-0.5310329938962309,0.03333333333333333
deliver11,1.7617666542689072,-1.6604778066787533,0.44354705920765525,3.3850057236892215,-0.7414619438028415,0.03333333333333333
deliver12,5.778710753902966,-4.18723517978289,0.04299113426172407,3.1243164070818485,-0.6979779678804479,0.03333333333333333
deliver13,2.33728029145602,-3.300993380811187,0.3945086144598805,3.3453720759414276,-0.5496977762348767,0.03333333333333333
deliver14,-3.346408819303038,2.0630967184957303,0.21334895167381007,3.2490961624772234,-0.6439105812230114,0.03333333333333333
deliver15,-1.9350936519546424,-1.521712021323891,0.6283520320192012,3.5570793700270036,-0.5127430531811091,0.03333333333333333
